,Price,Area (m²),Number of rooms,Address,Heating,Market,Advertiser type,Building type,Year of construction,Windows,Building material,type,voivodeship,offer year
1616,558026.0,34.66,2.0,"ul. Pękowicka 94, Tonie, Prądnik Biały, Kraków, małopolskie",miejskie,pierwotny,deweloper,apartamentowiec,2025,plastikowe,inny,studio,małopolskie,2025
1617,294567.0,29.05,2.0,"ul. Klimontowska, Sielec, Sosnowiec, śląskie",miejskie,pierwotny,biuro nieruchomości,apartamentowiec,2025,plastikowe,silikat,studio,śląskie,2025
1618,215000.0,18.5,2.0,"ul. Na Wrzosach, Prokocim, Bieżanów-Prokocim, Kraków, małopolskie",miejskie,wtórny,prywatny,blok,1980,plastikowe,wielka płyta,studio,małopolskie,2025
1619,599000.0,39.82,2.0,"Świnoujście, zachodniopomorskie",miejskie,pierwotny,biuro nieruchomości,blok,2025,plastikowe,cegła,studio,zachodniopomorskie,2025
1620,154321.0,28.6,2.0,"ul. Szarych Szeregów, Elbląg, warmińsko-mazurskie",miejskie,wtórny,biuro nieruchomości,blok,1980,drewniane,wielka płyta,studio,warmińsko-mazurskie,2025
1621,400000.0,33.09,2.0,"Szumilas, Kowale, Kolbudy, gdański, pomorskie",miejskie,wtórny,biuro nieruchomości,blok,2022,plastikowe,cegła,studio,pomorskie,2025
1622,519000.0,31.5,2.0,"ul. Antoniego Augustynka-Wichury, Krowodrza, Krowodrza, Kraków, małopolskie",miejskie,wtórny,biuro nieruchomości,blok,2001,plastikowe,pustak,studio,małopolskie,2025
1623,249000.0,35.79,2.0,"Koszalin, zachodniopomorskie",gazowe,wtórny,biuro nieruchomości,blok,2007,plastikowe,cegła,studio,zachodniopomorskie,2025
1624,789000.0,47.0,2.3333333333333335,"ul. Józefa Chełmońskiego, Bronowice Wielkie, Prądnik Biały, Kraków, małopolskie",miejskie,wtórny,biuro nieruchomości,apartamentowiec,2010,plastikowe,cegła,studio,małopolskie,2025
1625,565000.0,30.0,2.0,"ul. Sady Żoliborskie, Sady Żoliborskie, Żoliborz, Warszawa, mazowieckie",miejskie,wtórny,biuro nieruchomości,blok,1961,plastikowe,cegła,studio,mazowieckie,2025
1626,215000.0,21.12,2.0,"ul. Zduny, Śródmieście, Bydgoszcz, kujawsko-pomorskie",kotłownia,wtórny,prywatny,kamienica,1956,plastikowe,cegła,studio,kujawsko-pomorskie,2025
1627,796151.6666666666,50.97,3.0,"ul. Krochmalna, Mirów, Wola, Warszawa, mazowieckie",miejskie,pierwotny,deweloper,apartamentowiec,2025,plastikowe,inny,studio,mazowieckie,2025
1628,877462.0,49.86,3.0,"ul. Pabianicka, Powstańców Śląskich, Krzyki, Wrocław, dolnośląskie",miejskie,pierwotny,deweloper,apartamentowiec,2025,plastikowe,inny,studio,dolnośląskie,2025
1629,600000.0,30.2,2.0,"ul. ks. Jerzego Popiełuszki, Sady Żoliborskie, Żoliborz, Warszawa, mazowieckie",miejskie,wtórny,prywatny,blok,1947,plastikowe,cegła,studio,mazowieckie,2025
1630,610400.0,38.15,2.0,"ul. Pękowicka 96, Tonie, Prądnik Biały, Kraków, małopolskie",miejskie,pierwotny,deweloper,apartamentowiec,2025,plastikowe,inny,studio,małopolskie,2025
1631,482000.0,26.34,2.0,"ul. Lirników, Wola Duchacka, Podgórze Duchackie, Kraków, małopolskie",miejskie,pierwotny,deweloper,apartamentowiec,2027,plastikowe,inny,studio,małopolskie,2025
1632,549000.0,28.08,2.0,"ul. Wieluńska, Ulrychów, Wola, Warszawa, mazowieckie",miejskie,wtórny,biuro nieruchomości,blok,1970,plastikowe,inny,studio,mazowieckie,2025
1633,229000.0,15.0,2.0,"Zakopane, tatrzański, małopolskie",kotłownia,wtórny,prywatny,blok,1980,plastikowe,cegła,studio,małopolskie,2025
1634,299000.0,26.2,2.0,"Lądek-Zdrój, Lądek-Zdrój, kłodzki, dolnośląskie",gazowe,pierwotny,prywatny,apartamentowiec,2025,plastikowe,silikat,studio,dolnośląskie,2025
1635,329000.0,29.0,2.0,"Centrum, Biała Wschód, Bielsko-Biała, śląskie",gazowe,wtórny,biuro nieruchomości,kamienica,1920,plastikowe,cegła,studio,śląskie,2025
1636,335206.6666666667,27.6,2.0,"ul. Zwoleńska, Zerzeń, Wawer, Warszawa, mazowieckie",miejskie,pierwotny,deweloper,apartamentowiec,2025,plastikowe,inny,studio,mazowieckie,2025
1637,449000.0,30.0,2.0,"ul. Piastowska, Przymorze Wielkie, Gdańsk, pomorskie",miejskie,wtórny,biuro nieruchomości,blok,1970,plastikowe,wielka płyta,studio,pomorskie,2025
1638,319000.0,23.5,2.0,"os. Oświecenia, Rataje, Nowe Miasto, Poznań, wielkopolskie",miejskie,wtórny,prywatny,blok,1980,plastikowe,wielka płyta,studio,wielkopolskie,2025
1639,232700.0,26.5,2.0,"ul. Bratysławska, Karolew, Polesie, Łódź, łódzkie",miejskie,wtórny,biuro nieruchomości,blok,1960,plastikowe,cegła,studio,łódzkie,2025
1640,100000.0,33.34,2.0,"Plac Akademicki, Śródmieście, Bytom, śląskie",inne,wtórny,biuro nieruchomości,kamienica,1920,plastikowe,cegła,studio,śląskie,2025
1641,441858.0,28.92,2.0,"ul. Stefana Okrzei, Śródmieście, Kielce, świętokrzyskie",gazowe,pierwotny,deweloper,apartamentowiec,2024,plastikowe,żelbet,studio,świętokrzyskie,2025
1642,809596.0,40.4,2.0,"ul. Jana Dekerta, Zabłocie, Podgórze, Kraków, małopolskie",miejskie,pierwotny,deweloper,apartamentowiec,2025,plastikowe,inny,studio,małopolskie,2025
1643,450000.0,42.0,2.0,"ul. Lutniana, Śródmieście-Północ, Śródmieście, Szczecin, zachodniopomorskie",miejskie,wtórny,prywatny,apartamentowiec,2018,plastikowe,cegła,studio,zachodniopomorskie,2025
1644,403634.6666666667,30.46,2.0,"ul. Romanowska, Romanów, Bałuty, Łódź, łódzkie",miejskie,pierwotny,deweloper,apartamentowiec,2023,plastikowe,cegła,studio,łódzkie,2025
1645,359000.0,29.5,2.0,"Półwieś, Opole, opolskie",gazowe,wtórny,biuro nieruchomości,apartamentowiec,2015,plastikowe,cegła,studio,opolskie,2025
1646,200000.0,30.0,2.0,"ul. Jagiellońska, Wysokie Mazowieckie, wysokomazowiecki, podlaskie",miejskie,wtórny,prywatny,blok,1980,plastikowe,wielka płyta,studio,podlaskie,2025
1647,614877.0,24.67,2.0,"ul. Wilków Morskich, Jastrzębia Góra, Władysławowo, pucki, pomorskie",miejskie,pierwotny,deweloper,apartamentowiec,2026,plastikowe,inny,studio,pomorskie,2025
1648,199900.0,32.0,2.0,"ul. Słoneczna, Wola, Miedźna, pszczyński, śląskie",miejskie,wtórny,biuro nieruchomości,blok,1980,plastikowe,wielka płyta,studio,śląskie,2025
1649,870000.0,37.72,2.0,"ul. gen. Henryka Dąbrowskiego, Stare Podgórze, Podgórze, Kraków, małopolskie",miejskie,pierwotny,biuro nieruchomości,apartamentowiec,2026,plastikowe,inny,studio,małopolskie,2025
1650,358313.3333333333,29.1,2.0,"ul. Wołowa, Politechniczna, Polesie, Łódź, łódzkie",miejskie,pierwotny,deweloper,apartamentowiec,2027,plastikowe,inny,studio,łódzkie,2025
1651,403634.6666666667,30.49,2.0,"ul. Ogrodowa, Mirów, Wola, Warszawa, mazowieckie",miejskie,pierwotny,deweloper,apartamentowiec,2024,plastikowe,inny,studio,mazowieckie,2025
1652,598999.0,32.28,2.0,"Długa/ul. Gnieźnieńska, Szczepin, Stare Miasto, Wrocław, dolnośląskie",miejskie,pierwotny,deweloper,apartamentowiec,2026,plastikowe,inny,studio,dolnośląskie,2025
1653,455000.0,27.0,2.0,"Stare Miasto, Bydgoszcz, kujawsko-pomorskie",miejskie,pierwotny,biuro nieruchomości,blok,2024,plastikowe,cegła,studio,kujawsko-pomorskie,2025
1654,495000.0,25.62,2.0,"ul. Potrzebna, Nowe Włochy, Włochy, Warszawa, mazowieckie",inne,pierwotny,deweloper,blok,2024,plastikowe,inny,studio,mazowieckie,2025
1655,265000.0,29.07,2.0,"al. Górników Staszicowskich, Białogon, Kielce, świętokrzyskie",gazowe,wtórny,prywatny,kamienica,1920,plastikowe,cegła,studio,świętokrzyskie,2025
1656,129000.0,40.32,2.0,"Sobięcin, Wałbrzych, dolnośląskie",inne,wtórny,biuro nieruchomości,kamienica,1920,plastikowe,cegła,studio,dolnośląskie,2025
